cvegeo,cve_agee,cve_agem,nom_agem,cve_cab,pob,pob_fem,pob_mas,viv,nom_cab,pobreza,median_ntl,mean_ntl,max_ntl,min_ntl,median_sum_ntl,log_median_ntl,log_mean_ntl,z_median_ntl,scale_median_ntl,log_max,log_min,log_sum
7020,"07","020",La Concordia,"0001","49920","24787","25133","12263",,159,63,63.2482008635855,136,63,3167,4.14313472639153,4.14706668235857,61.2419764733916,-1.5806943522798,4.91265488573605,4.14313472639153,8.06054004653864
7021,"07","021",Copainalá,"0001","22192","11346","10846","6057",,,63.5,64.5214705882353,137,63.5,1800,4.15103990589865,4.16699804574734,61.7419764733916,-1.57928697788036,4.91998092582813,4.15103990589865,7.49554194388426
7074,"07","074",Reforma,"0001","44829","22921","21908","12523",,,80,161.348875351453,10887.5,67.5,207806.5,4.38202663467388,5.08356894823168,78.2419764733916,-1.53284362269908,9.29537062116076,4.21212759787848,12.244362637235
7082,"07","082",Sitalá,"0001","15518","7894","7624","3222",,,64.5,66.0772200772201,105,64.5,881.5,4.16666522380173,4.19082405927846,62.7419764733916,-1.5764722290815,4.65396035015752,4.16666522380173,6.78162500183792
7112,"07","112",San Juan Cancuc,"0001","37948","19431","18517","6960",,106,65,66.7657550535077,109,65,1550,4.17438726989564,4.20119030019364,63.2419764733916,-1.57506485468206,4.69134788222914,4.17438726989564,7.34601020991329
7093,"07","093",Tenejapa,"0001","48162","24854","23308","9207",,,68,68.1829787234043,117,65.5,2587.5,4.21950770517611,4.22219495486372,66.2419764733916,-1.56662060828547,4.76217393479776,4.18205014264121,7.85844743757362
7116,"07","116",Marqués de Comillas,"0001","12892","6394","6498","2898",,,66,66.1334688346883,111.5,66,657,4.18965474202643,4.19167495509218,64.2419764733916,-1.5722501058832,4.71402459090017,4.18965474202643,6.48768401848461
7114,"07","114",Benemérito de las Américas,"0001","23603","11789","11814","5476",,68,66.5,66.7649886877828,120,66.5,1472,4.19720194766181,4.20117882170257,64.7419764733916,-1.57084273148377,4.78749174278205,4.19720194766181,7.29437729928882
7031,"07","031",Chilón,"0001","137262","69945","67317","26658",,112,67,68.0942867584359,192.5,67,9050,4.20469261939097,4.22089331475263,65.2419764733916,-1.56943535708433,5.26009615372784,4.20469261939097,9.11052003669397
7030,"07","030",Chicomuselo,"0001","36785","18646","18139","8809",,,67.5,68.0003098533361,136,67.5,2489.5,4.21212759787848,4.21951226183243,65.7419764733916,-1.5680279826849,4.91265488573605,4.21212759787848,7.81983716608224
7001,"07","001",Acacoyagua,"0001","17994","8997","8997","4416",,,68,69.2940199335548,129,68,1626,4.21950770517611,4.23835861002735,66.2419764733916,-1.56662060828547,4.85981240436167,4.21950770517611,7.39387829010776
7002,"07","002",Acala,"0001","21187","10773","10414","5431",,,68.5,69.4383838383838,139,68.5,1462,4.22683374526818,4.24043979586442,66.7419764733916,-1.56521323388603,4.93447393313069,4.22683374526818,7.28756064030972
7003,"07","003",Acapetahua,"0001","26899","13714","13185","7608",,119,69,69.9218980797637,152,69,2565.5,4.23410650459726,4.24737887742853,67.2419764733916,-1.5638058594866,5.02388052084628,4.23410650459726,7.84990867038202
7004,"07","004",Altamirano,"0001","36160","18128","18032","7973",,79,69.5,70.0800814751287,175.5,69.5,2775,4.24132675257075,4.24963860922918,67.7419764733916,-1.56239848508717,5.16763904290592,4.24132675257075,7.92840602618053
7008,"07","008",Ángel Albino Corzo,"0001","31947","16042","15905","7299",,,70,70.6700884955752,164,70,1963,4.24849524204936,4.25802240693879,68.2419764733916,-1.56099111068773,5.0998664278242,4.24849524204936,7.58222919427646
7009,"07","009",Arriaga,"0001","41135","21181","19954","12362",,51,70.5,72.3862710137545,265.5,70.5,7476,4.25561270981822,4.28201665452838,68.7419764733916,-1.5595837362883,5.58161484068199,4.25561270981822,8.91945316857545
7012,"07","012",Berriozábal,"0001","64632","32718","31914","16200",,,74,77.7006369426752,281,71,11643,4.30406509320417,4.35286345480043,72.2419764733916,-1.54973211549227,5.63835466933375,4.26267987704132,9.36246042003702
7013,"07","013",Bochil,"0001","37263","19055","18208","8413",,62,71.5,73.2302299495233,172,71.5,3156.5,4.26969744969996,4.29360831316805,69.7419764733916,-1.55676898748944,5.14749447681345,4.26969744969996,8.05721909780768
7046,"07","046",Jiquipilas,"0001","41063","20693","20370","11277",,,72,72.9358974358974,181,72,6021.5,4.27666611901606,4.28958093806106,70.2419764733916,-1.55536161309,5.19849703126583,4.27666611901606,8.70309167670053
7022,"07","022",Chalchihuitán,"0001","21915","11042","10873","4819",,,72.5,74.0419889502762,125,72.5,1468,4.28358656186063,4.30463235053028,70.7419764733916,-1.55395423869057,4.8283137373023,4.28358656186063,7.29165620917446
7092,"07","092",Tecpatán,"0001","21426","10762","10664","5804",,286,73,73.3802042419481,115,73,1041,4.29045944114839,4.29565420226952,71.2419764733916,-1.55254686429114,4.74493212836325,4.29045944114839,6.94793706861497
7094,"07","094",Teopisca,"0001","49499","25555","23944","11179",,,73.5,76.2586705202312,180.5,73.5,3891.5,4.29728540621879,4.33413112076357,71.7419764733916,-1.5511394898917,5.19573077777294,4.29728540621879,8.26654996639944
7103,"07","103",Tuzantán,"0001","30302","15402","14900","7711",,,77,78.6108490566038,163.5,74,3984,4.34380542185368,4.36450971862005,75.2419764733916,-1.54128786909567,5.09681299033731,4.30406509320417,8.29004161870449
7104,"07","104",Tzimol,"0001","16560","8442","8118","4671",,,74.5,75.3755720823799,114,74.5,1605,4.31079912538551,4.32248324483453,72.7419764733916,-1.54832474109284,4.7361984483945,4.31079912538551,7.38087903556412
7106,"07","106",Venustiano Carranza,"0001","67292","33793","33499","17906",,140,75,76.0597883597884,244.5,75,7085.5,4.31748811353631,4.33151971995336,73.2419764733916,-1.5469173666934,5.49921530891493,4.31748811353631,8.86580572126493
7107,"07","107",Villa Corzo,"0001","65643","33298","32345","16824",,163,75.5,76.0190369540873,155,75.5,6101,4.32413265625498,4.33098379515788,73.7419764733916,-1.54550999229397,5.04342511691925,4.32413265625498,8.71620797115185
7108,"07","108",Villaflores,"0001","109536","55728","53808","29277",,159,76,77.404972972973,252.5,76,13072,4.33073334028633,4.34905102882853,74.2419764733916,-1.54410261789454,5.53141124871541,4.33073334028633,9.47822781709978
7109,"07","109",Yajalón,"0001","40285","20695","19590","8753",,,76.5,79.5058939096267,213,76.5,3136.5,4.33729074083249,4.37583115614027,74.7419764733916,-1.54269524349511,5.36129216570943,4.33729074083249,8.0508628075368
7079,"07","079",San Fernando,"0001","41793","20921","20872","10483",,95,79.5,80.8766344513928,190,77,6896,4.37575702166029,4.39292496221676,77.7419764733916,-1.53425099709851,5.24702407216049,4.34380542185368,8.83869681234353
7087,"07","087",Suchiate,"0001","41672","21191","20481","11045",,271,80,81.5498251748252,171.5,77.5,4710.5,4.38202663467388,4.40121418528576,78.2419764733916,-1.53284362269908,5.14458326660599,4.3502779363593,8.45754933848872
7036,"07","036",La Grandeza,"0001","7701","3936","3765","1538",,116,80.5,79.9873949579832,94,78,551,4.38825718442452,4.38186905923431,78.7419764733916,-1.53143624829964,4.54329478227,4.35670882668959,6.31173480915291
7059,"07","059",Ocosingo,"0001","234661","118892","115769","46891",,127,78.5,78.8995036159014,271.5,78.5,18750.5,4.36309862478836,4.36817493652534,76.7419764733916,-1.53706574589737,5.60396213937399,4.36309862478836,9.83897569770967
7071,"07","071",Villa Comaltitlán,"0001","30297","14719","15578","7682",,,79,81.3839037927845,541.5,79,5233,4.36944785246702,4.39917751135156,77.2419764733916,-1.53565837149794,6.29434306644105,4.36944785246702,8.56274000637221
7061,"07","061",Ocozocoautla de Espinosa,"0001","97397","49327","48070","23915",,59,79.5,80.5713934506834,192.5,79.5,10974.5,4.37575702166029,4.38914366654688,77.7419764733916,-1.53425099709851,5.26009615372784,4.37575702166029,9.30332967881901
7064,"07","064",Oxchuc,"0001","54932","27418","27514","10105",,110,80,81.0341523341523,137,80,2184.5,4.38202663467388,4.39487069956487,78.2419764733916,-1.53284362269908,4.91998092582813,4.38202663467388,7.68914224839149
7066,"07","066",Pantelhó,"0001","26391","13441","12950","4931",,,80.5,82.3306878306878,141.5,80.5,1810.5,4.38825718442452,4.41074391583256,78.7419764733916,-1.53143624829964,4.95229971708329,4.38825718442452,7.5013583292057
7086,"07","086",Suchiapa,"0001","25627","12871","12756","6362",,,81,83.3438634713144,184,81,3308.5,4.39444915467244,4.42297498286695,79.2419764733916,-1.53002887390021,5.21493575760899,4.39444915467244,8.10425019345211
7105,"07","105",Unión Juárez,"0001","16008","8161","7847","3938",,72,81.5,83.933110367893,113,81.5,809,4.40060302024682,4.43002017647983,79.7419764733916,-1.52862149950078,4.72738781871234,4.40060302024682,6.69579891705849
7014,"07","014",El Bosque,"0001","24273","12562","11711","5051",,,84.5,86.3988326848249,176,82,3473.5,4.43675153436313,4.45897416512644,82.7419764733916,-1.52017725310418,5.17048399503815,4.40671924726425,8.15291801013294
7015,"07","015",Cacahoatán,"0001","50112","25685","24427","12150",,75,82.5,86.5620567375886,187,82.5,3519,4.41279829334063,4.46086157564755,80.7419764733916,-1.52580675070191,5.23110861685459,4.41279829334063,8.16593213732158
7038,"07","038",Huixtán,"0001","22975","11711","11264","4600",,,83,84.3848684210526,173,83,2188,4.4188406077966,4.43538810141784,81.2419764733916,-1.52439937630248,5.15329159449778,4.4188406077966,7.69074316354187
7039,"07","039",Huitiupán,"0001","27893","13898","13995","6279",,100,83.5,85.0782004830918,165.5,83.5,2697,4.42484663185681,4.44357083922791,81.7419764733916,-1.52299200190304,5.10897119481712,4.42484663185681,7.89989532313973
7043,"07","043",Ixtacomitán,"0001","10961","5542","5419","2659",,,84,85.1167763157895,111,84,763,4.43081679884331,4.44402415264625,82.2419764733916,-1.52158462750361,4.70953020131233,4.43081679884331,6.63725803128446
7083,"07","083",Socoltenango,"0001","19092","9679","9413","5061",,,84.5,85.046059033409,115,84.5,1768,4.43675153436313,4.44319298071253,82.7419764733916,-1.52017725310418,4.74493212836325,4.43675153436313,7.47760424319759
7084,"07","084",Solosuchiapa,"0001","8561","4217","4344","2060",,,85,85.8769329896907,123,85,765.5,4.44265125649032,4.45291525963056,83.2419764733916,-1.51876987870475,4.81218435537242,4.44265125649032,6.64052921509774
7047,"07","047",Jitotol,"0001","24966","12539","12427","5443",,,85.5,86.9965427830596,162,85.5,1817,4.44851637594271,4.46586837973925,83.7419764733916,-1.51736250430531,5.08759633523238,4.44851637594271,7.50494206839617
7052,"07","052",Las Margaritas,"0001","141027","72136","68891","28906",,199,86,86.6270003404835,216,86,9293.5,4.45434729625351,4.46161154919709,84.2419764733916,-1.51595512990588,5.37527840768417,4.45434729625351,9.13707051004841
7028,"07","028",Chiapilla,"0001","6156","3050","3106","1627",,,86.5,87.5498007968127,107.5,86.5,350,4.46014441393783,4.47220778342159,84.7419764733916,-1.51454775550645,4.67749084756772,4.46014441393783,5.85793315448346
7070,"07","070",El Porvenir,"0001","12263","6159","6104","2403",,,87,88.9251870324189,129.5,87,859,4.46590811865458,4.48779542109257,85.2419764733916,-1.51314038110701,4.86368088113959,4.46590811865458,6.75576892198425
7081,"07","081",Simojovel,"0001","52935","27047","25888","10718",,,87.5,90.3265971316819,172,87.5,4423.5,4.47163879336357,4.50343195893309,85.7419764733916,-1.51173300670758,5.14749447681345,4.47163879336357,8.39468651692344
7088,"07","088",Sunuapa,"0001","2308","1133","1175","561",,,88,88.7342931937173,100.5,88,368.5,4.47733681447821,4.48564643459409,86.2419764733916,-1.51032563230815,4.61015772749913,4.47733681447821,5.90944071162939
7057,"07","057",Motozintla,"0001","76398","38973","37425","16617",,,88.5,90.5365466101695,231,88.5,5856,4.48300255201388,4.50575359913514,86.7419764733916,-1.50891825790871,5.44241771052179,4.48300255201388,8.67522205564115
7125,"07","125",Honduras de la Sierra,"0001","11650","5753","5897","2344",,,89,89.4702242846094,101.5,89,697,4.48863636973214,4.49390588036993,87.2419764733916,-1.50751088350928,4.62005879848184,4.48863636973214,6.54678541076052
7121,"07","121",Rincón Chamula San Pedro,"0001","8718","4691","4027","1847",Rincón Chamula,,89.5,91.0168393782383,131.5,89.5,675,4.49423862528081,4.51104453751007,87.7419764733916,-1.50610350910985,4.87900685161782,4.49423862528081,6.51471269087253
7034,"07","034",Frontera Comalapa,"0001","80897","41738","39159","20195",,184,90,91.5469002695418,157,90,5829,4.49980967033027,4.51685141221353,88.2419764733916,-1.50469613471042,5.05624580534831,4.49980967033027,8.67060073804555
7062,"07","062",Ostuacán,"0001","18469","9281","9188","4487",,,90.5,92.7690078418002,558,90.5,6745.5,4.50534985070588,4.5301126167907,88.7419764733916,-1.50328876031098,6.32435896238131,4.50534985070588,8.81663089487887
7119,"07","119",Santiago el Pinar,"0001","4959","2508","2451","911",,,94,99.2625,142.5,91,752,4.54329478227,4.59776785622133,92.2419764733916,-1.49343713951495,4.95934199970871,4.51085950651685,6.62273632394984
7049,"07","049",Larráinzar,"0001","31259","16055","15204","5989",,,94,95.5660762942779,234,91.5,3076,4.54329478227,4.55981790660476,92.2419764733916,-1.49343713951495,5.4553211153577,4.51633897228148,8.03138533062553
7050,"07","050",La Libertad,"0001","5232","2625","2607","1586",,,92,92.2344167408727,131,92,618.5,4.52178857704904,4.52433334443315,90.2419764733916,-1.49906663711268,4.87519732320115,4.52178857704904,6.42729719183254
7051,"07","051",Mapastepec,"0001","46130","23349","22781","12777",,244,92.5,93.2076206604572,186,92.5,4271,4.52720864451838,4.53482948509193,90.7419764733916,-1.49765926271325,5.2257466737132,4.52720864451838,8.35960327084147
7072,"07","072",Pueblo Nuevo Solistahuacán,"0001","29636","15204","14432","6506",,97,93,95.2098623853211,191,93,2020,4.53259949315326,4.55608353291604,91.2419764733916,-1.49625188831382,5.25227342804663,4.53259949315326,7.61085279039525
7110,"07","110",San Lucas,"0001","7526","3734","3792","1831",,,93.5,94.1768558951965,116.5,93.5,403.5,4.53796143629464,4.54517446026151,91.7419764733916,-1.49484451391438,4.75789127300576,4.53796143629464,6.00017648771
7111,"07","111",Zinacantán,"0001","45373","24258","21115","9129",,,94,104.441393875396,418.5,94,9982,4.54329478227,4.64862608992529,92.2419764733916,-1.49343713951495,6.03667688992953,4.54329478227,9.20853875002955
7023,"07","023",Chamula,"0001","101967","55019","46948","22655",,,98,99.7737529691211,201.5,94.5,8975.5,4.58496747867057,4.60290515242643,96.2419764733916,-1.48217814431949,5.30578938138674,4.5485998344997,9.10225392211112
7026,"07","026",Chenalhó,"0001","47371","24177","23194","9505",,,98.5,99.9140879478827,161.5,95,6129.5,4.59005654817804,4.60431069621138,96.7419764733916,-1.48077076992005,5.08450514266271,4.55387689160054,8.72086845953505
7010,"07","010",Bejucal de Ocampo,"0001","7365","3713","3652","1567",,,95.5,96.4856396866841,107,95.5,473,4.55912624748668,4.56939418573445,93.7419764733916,-1.48921501631665,4.67282883446191,4.55912624748668,6.15909538849193
7011,"07","011",Bella Vista,"0001","20157","10155","10002","4523",,,96,96.8803088803089,121.5,96,1008,4.56434819146784,4.5734762875171,94.2419764733916,-1.48780764191722,4.7999142627806,4.56434819146784,6.91572344863131
7024,"07","024",Chanal,"0001","13678","6944","6734","2189",,,96.5,96.7869807497467,133,96.5,663,4.56954300834494,4.57251248885017,94.7419764733916,-1.48640026751779,4.89034912822175,4.56954300834494,6.49677499018586
7029,"07","029",Chicoasén,"0001","5402","2701","2701","1476",,,97,99.2486678507993,152,97,1363,4.57471097850338,4.59762849731903,95.2419764733916,-1.48499289311835,5.02388052084628,4.57471097850338,7.21744343169653
7033,"07","033",Francisco León,"0042","7245","3572","3673","1511",,,97.5,97.9147173489279,117,97.5,523,4.5798523780038,4.58409686866625,95.7419764733916,-1.48358551871892,4.76217393479776,4.5798523780038,6.25958146406492
7053,"07","053",Mazapa de Madero,"0001","7901","4006","3895","1695",,,98,99.2757009345794,123.5,98,780.5,4.58496747867057,4.59790083752706,96.2419764733916,-1.48217814431949,4.81624115606803,4.58496747867057,6.65993473995549
7055,"07","055",Metapa,"0001","5876","3120","2756","1574",,58,103,105.870535714286,138,101.5,924,4.63472898822964,4.66221698645664,101.241976473392,-1.46810440032516,4.92725368515721,4.62005879848184,6.82871207164168
7056,"07","056",Mitontic,"0001","13755","7022","6733","2712",,,104,105.118644067797,124,99,1182,4.64439089914137,4.65508965575467,102.241976473392,-1.46528965152629,4.82028156560504,4.59511985013459,7.07496319796604
7058,"07","058",Nicolás Ruíz,"0001","4765","2325","2440","1049",,,99.5,100.802083333333,141.5,99.5,287,4.60015764416455,4.61315902341311,97.7419764733916,-1.47795602112119,4.95229971708329,4.60015764416455,5.65948221575962
7060,"07","060",Ocotepec,"0001","14088","7209","6879","2929",,,100,102.316225165563,156,100,799.5,4.60517018598809,4.62806826415028,98.2419764733916,-1.47654864672176,5.04985600724954,4.60517018598809,6.68398653227401
7063,"07","063",Osumacinta,"0001","3983","2004","1979","1042",,75,103,104.912556053812,200.5,100.5,2068.5,4.63472898822964,4.65312720369987,101.241976473392,-1.46810440032516,5.30081424674662,4.61015772749913,7.63457898590147
